Date,base_delay_ret,gate,ret
2024-06-17,-0.032290330183893,1.0,-0.032290330183893
2024-06-18,-0.054879202583579,1.0,-0.054879202583579
2024-06-19,-0.0291334620774802,1.0,-0.0291334620774802
2024-06-20,-0.0189995771091801,0.2,-0.00379991542183602
2024-06-21,0.0287772519110671,1.0,0.0287772519110671
2024-06-24,0.1097603491757531,1.0,0.1097603491757531
2024-06-25,0.0865318540441331,1.0,0.0865318540441331
2024-06-26,0.0771104538870229,1.0,0.0771104538870229
2024-06-27,0.0550746568806349,1.0,0.0550746568806349
2024-06-28,-0.0231598214550538,1.0,-0.0231598214550538
2024-07-01,0.1121139832229717,1.0,0.1121139832229717
2024-07-02,0.0364961870978745,1.0,0.0364961870978745
2024-07-03,-0.0076447334788684,1.0,-0.0076447334788684
2024-07-04,-0.0345868454829649,0.2,-0.006917369096592981
2024-07-05,-0.0486016724427835,0.2,-0.009720334488556701
2024-07-08,-0.0047855226712401,0.2,-0.0009571045342480201
2024-07-09,-0.0010614541456018,0.2,-0.00021229082912036
2024-07-10,0.0407083473499888,1.0,0.0407083473499888
2024-07-11,0.2331812564165905,1.0,0.2331812564165905
2024-07-12,0.0966899649650322,1.0,0.0966899649650322
2024-07-15,0.0520237847854972,1.0,0.0520237847854972
2024-07-16,0.0120528119609129,1.0,0.0120528119609129
2024-07-17,0.0083907107811117,1.0,0.0083907107811117
2024-07-18,-0.0277552496432036,1.0,-0.0277552496432036
2024-07-19,-0.0634092098722668,0.2,-0.01268184197445336
2024-07-22,-0.041834315020655,0.2,-0.008366863004131002
2024-07-23,-0.0773725617686423,0.2,-0.015474512353728459
2024-07-24,0.2637382617950533,1.0,0.2637382617950533
2024-07-25,0.1030302620636599,1.0,0.1030302620636599
2024-07-26,0.0337128605659281,1.0,0.0337128605659281
2024-07-29,0.0432074966079635,1.0,0.0432074966079635
2024-07-30,0.0503796998033122,1.0,0.0503796998033122
2024-07-31,0.0246316497394957,1.0,0.0246316497394957
2024-08-01,-0.0023414657271094,1.0,-0.0023414657271094
2024-08-02,-0.0364525298710248,1.0,-0.0364525298710248
2024-08-05,-0.0809352814605906,0.2,-0.016187056292118123
2024-08-06,-0.0056316579557625,0.4,-0.0022526631823050003
2024-08-07,0.0296567752162506,1.0,0.0296567752162506
2024-08-08,-0.0393903368301682,0.2,-0.007878067366033642
2024-08-09,-0.0455696193758811,0.2,-0.009113923875176221
2024-08-12,-0.0506791553040159,0.2,-0.01013583106080318
2024-08-13,0.012618413049974,1.0,0.012618413049974
2024-08-14,-0.0198867866921924,0.6,-0.01193207201531544
2024-08-15,0.0160945397929063,1.0,0.0160945397929063
2024-08-16,-0.0330053265789473,1.0,-0.0330053265789473
2024-08-19,-0.0838901762537137,0.2,-0.01677803525074274
2024-08-20,0.2125829223431854,1.0,0.2125829223431854
2024-08-21,0.0609188317852424,1.0,0.0609188317852424
2024-08-22,0.1285556074324972,1.0,0.1285556074324972
2024-08-23,0.1220425131789232,1.0,0.1220425131789232
2024-08-26,0.0744651155463104,1.0,0.0744651155463104
2024-08-27,0.0902161881563022,1.0,0.0902161881563022
2024-08-28,-0.0157094980140626,1.0,-0.0157094980140626
2024-08-29,-0.0713552453508839,1.0,-0.0713552453508839
2024-08-30,0.0207270923174821,1.0,0.0207270923174821
2024-09-02,-0.0439214139318653,1.0,-0.0439214139318653
2024-09-03,0.1532963420483674,1.0,0.1532963420483674
2024-09-04,0.0599270327340601,1.0,0.0599270327340601
2024-09-05,-0.0166809488038277,1.0,-0.0166809488038277
2024-09-06,-0.0644941982764681,0.2,-0.01289883965529362
2024-09-09,-0.0510377930035684,0.2,-0.01020755860071368
2024-09-10,0.0360756174995101,1.0,0.0360756174995101
2024-09-11,0.0727551818082156,1.0,0.0727551818082156
2024-09-12,0.2370957549372417,1.0,0.2370957549372417
2024-09-13,0.1116403136257047,1.0,0.1116403136257047
2024-09-18,0.0994281049438261,1.0,0.0994281049438261
2024-09-19,0.2520078533540277,1.0,0.2520078533540277
2024-09-20,0.224597090756247,1.0,0.224597090756247
2024-09-23,0.1288201901817755,1.0,0.1288201901817755
2024-09-24,0.1132529036397793,1.0,0.1132529036397793
2024-09-25,0.2469217942079234,1.0,0.2469217942079234
2024-09-26,0.2090055069407555,1.0,0.2090055069407555
2024-09-27,0.0657193756829919,1.0,0.0657193756829919
2024-09-30,0.0059825841631167,1.0,0.0059825841631167
2024-10-08,0.0076447202599542,1.0,0.0076447202599542
2024-10-09,-0.0307531619896196,1.0,-0.0307531619896196
2024-10-10,0.1074951386482388,1.0,0.1074951386482388
2024-10-11,0.0138342371410049,1.0,0.0138342371410049
2024-10-14,-0.0097808160881433,0.2,-0.00195616321762866
2024-10-15,0.5959281443727783,1.0,0.5959281443727783
2024-10-16,0.4654789736305867,1.0,0.4654789736305867
2024-10-17,0.2530103252099619,1.0,0.2530103252099619
2024-10-18,0.232106919692472,1.0,0.232106919692472
2024-10-21,0.3062870917824923,1.0,0.3062870917824923
2024-10-22,0.2897486224434869,1.0,0.2897486224434869
2024-10-23,0.2824978269515202,1.0,0.2824978269515202
2024-10-24,0.2706172193764885,1.0,0.2706172193764885
2024-10-25,0.2736610464764809,1.0,0.2736610464764809
2024-10-28,0.1900648367887875,1.0,0.1900648367887875
2024-10-29,0.0933166439133608,0.2,0.01866332878267216
2024-10-30,0.0385179901045713,0.2,0.00770359802091426
2024-10-31,0.0389841554911362,0.2,0.00779683109822724
2024-11-01,0.1731146663587144,1.0,0.1731146663587144
2024-11-04,0.1452570553430852,1.0,0.1452570553430852
2024-11-05,0.2020782581190474,1.0,0.2020782581190474
2024-11-06,0.1027109138123141,0.2,0.02054218276246282
2024-11-07,0.0409468435264252,0.2,0.00818936870528504
2024-11-08,-0.0001163915252906,0.2,-2.3278305058120003e-05
2024-11-11,0.0405960623234032,0.2,0.00811921246468064
2024-11-12,-0.0004875536085672,0.2,-9.751072171344001e-05
2024-11-13,-0.0674680717605749,0.2,-0.01349361435211498
2024-11-14,0.119053105126143,1.0,0.119053105126143
2024-11-15,0.1139891515673291,1.0,0.1139891515673291
2024-11-18,0.2347990389647726,1.0,0.2347990389647726
2024-11-19,0.1541300756202999,1.0,0.1541300756202999
2024-11-20,0.1168096927471319,1.0,0.1168096927471319
2024-11-21,0.0607759469940469,1.0,0.0607759469940469
2024-11-22,0.0351534141392871,1.0,0.0351534141392871
2024-11-25,0.0411516770581546,1.0,0.0411516770581546
2024-11-26,-0.0395780589175687,0.2,-0.007915611783513741
2024-11-27,0.0145615218055079,1.0,0.0145615218055079
2024-11-28,0.2435041036779064,1.0,0.2435041036779064
2024-11-29,0.0287221971760268,1.0,0.0287221971760268
2024-12-02,0.0209941635729451,0.2,0.00419883271458902
2024-12-03,0.0239786744188695,0.2,0.004795734883773901
2024-12-04,0.0302177057510301,1.0,0.0302177057510301
2024-12-05,-0.0046759904345332,0.2,-0.00093519808690664
2024-12-06,0.0058474145812934,1.0,0.0058474145812934
2024-12-09,-0.0113422457526797,0.2,-0.00226844915053594
2024-12-10,-0.0178270852199405,0.2,-0.0035654170439881
2024-12-11,0.0450853069750009,1.0,0.0450853069750009
2024-12-12,0.0727182685139029,1.0,0.0727182685139029
2024-12-13,0.1081867821692885,1.0,0.1081867821692885
2024-12-16,0.1081525392695549,1.0,0.1081525392695549
2024-12-17,-0.012786408464154,0.2,-0.0025572816928308003
2024-12-18,-0.0022197336088141,0.2,-0.00044394672176282005
2024-12-19,-0.0237845872736784,0.2,-0.00475691745473568
2024-12-20,-0.0565259177869331,0.2,-0.01130518355738662
2024-12-23,-0.0463185919224413,0.2,-0.009263718384488261
2024-12-24,-0.0491439970115526,0.2,-0.009828799402310521
2024-12-25,0.004526064820961,1.0,0.004526064820961
2024-12-26,-0.1501355296335691,0.2,-0.030027105926713822
2024-12-27,-0.031586342256268,0.2,-0.006317268451253601
2024-12-30,0.0365348795162051,1.0,0.0365348795162051
2024-12-31,0.0510343532037251,1.0,0.0510343532037251
2025-01-02,0.1249069209123463,1.0,0.1249069209123463
2025-01-03,0.0103351972256195,1.0,0.0103351972256195
2025-01-06,0.0980532313137252,1.0,0.0980532313137252
2025-01-07,-0.022358113653746,1.0,-0.022358113653746
2025-01-08,-0.011995523044354,0.2,-0.0023991046088708
2025-01-09,-0.0723710910791076,0.2,-0.01447421821582152
2025-01-10,-0.0969567496519986,0.2,-0.01939134993039972
2025-01-13,0.2235952620265566,1.0,0.2235952620265566
2025-01-14,0.0324215207882255,1.0,0.0324215207882255
2025-01-15,0.0186945485251556,1.0,0.0186945485251556
2025-01-16,-0.0095511776436815,0.2,-0.0019102355287363001
2025-01-17,-0.0513316045642604,0.2,-0.010266320912852081
2025-01-20,-0.0673905045920265,0.2,-0.013478100918405301
2025-01-21,0.0625832406612344,1.0,0.0625832406612344
2025-01-22,-0.0314669979060792,0.2,-0.006293399581215841
2025-01-23,-0.057858859353803,0.2,-0.0115717718707606
2025-01-24,-0.049365349687372,0.2,-0.009873069937474402
2025-01-27,0.0866011813640399,1.0,0.0866011813640399
2025-02-05,0.2718789046236899,1.0,0.2718789046236899
2025-02-06,0.1892053930759544,1.0,0.1892053930759544
2025-02-07,0.1169189752896162,1.0,0.1169189752896162
2025-02-10,0.1267207142097618,1.0,0.1267207142097618
2025-02-11,0.1217357382693645,1.0,0.1217357382693645
2025-02-12,0.0230819674628347,1.0,0.0230819674628347
2025-02-13,0.0446960469617401,1.0,0.0446960469617401
2025-02-14,0.2593142829310509,1.0,0.2593142829310509
2025-02-17,0.0170974864697364,1.0,0.0170974864697364
2025-02-18,-0.0109764071902791,1.0,-0.0109764071902791
2025-02-19,0.1008693004784984,1.0,0.1008693004784984
2025-02-20,-0.028191947631427,1.0,-0.028191947631427
2025-02-21,-0.0135152616296051,1.0,-0.0135152616296051
2025-02-24,-0.0311917511628482,0.6,-0.01871505069770892
2025-02-25,-0.049953149617837,0.2,-0.0099906299235674
2025-02-26,-0.0516299982243134,0.6,-0.03097799893458804
2025-02-27,-0.0764553888999661,0.2,-0.015291077779993221
2025-02-28,-0.0611871433959161,0.2,-0.01223742867918322
2025-03-03,-0.000416724350872,0.2,-8.33448701744e-05
2025-03-04,-0.0616668449476781,0.2,-0.012333368989535621
2025-03-05,-0.0337532319363795,0.2,-0.006750646387275901
2025-03-06,-0.071974979831969,0.2,-0.0143949959663938
2025-03-07,-0.0447306380016605,0.2,-0.0089461276003321
2025-03-10,0.1130920425512432,1.0,0.1130920425512432
2025-03-11,0.0772240653983184,1.0,0.0772240653983184
2025-03-12,-0.0339103813394751,1.0,-0.0339103813394751
2025-03-13,-0.0388370076610727,1.0,-0.0388370076610727
2025-03-14,0.0407060613443509,1.0,0.0407060613443509
2025-03-17,0.0321854300222072,1.0,0.0321854300222072
2025-03-18,0.085127029796727,1.0,0.085127029796727
2025-03-19,0.0002451631146712,1.0,0.0002451631146712
2025-03-20,-0.0029598050515442,1.0,-0.0029598050515442
2025-03-21,0.0034346098804852,1.0,0.0034346098804852
2025-03-24,-0.0571590204677107,1.0,-0.0571590204677107
2025-03-25,-0.0689784064187438,0.2,-0.01379568128374876
2025-03-26,-0.0581838619562158,0.2,-0.01163677239124316
2025-03-27,-0.0320062978266984,0.2,-0.006401259565339681
2025-03-28,-0.0701306852590098,0.2,-0.01402613705180196
2025-03-31,0.0796454422104707,1.0,0.0796454422104707
2025-04-01,-0.0017820863537903,1.0,-0.0017820863537903
2025-04-02,0.0161035306199683,1.0,0.0161035306199683
2025-04-03,0.1888047771217774,1.0,0.1888047771217774
2025-04-07,0.0591261919434284,1.0,0.0591261919434284
2025-04-08,0.0594462438251353,1.0,0.0594462438251353
2025-04-09,0.1335292705096649,1.0,0.1335292705096649
2025-04-10,0.0536577903281877,1.0,0.0536577903281877
2025-04-11,-0.0328723583429182,1.0,-0.0328723583429182
2025-04-14,0.0213119440259548,1.0,0.0213119440259548
2025-04-15,-0.0484407042722756,0.2,-0.00968814085445512
2025-04-16,-0.0290256235988197,0.2,-0.00580512471976394
2025-04-17,-0.0113185909685088,0.2,-0.0022637181937017604
2025-04-18,-0.0132171344270881,0.2,-0.0026434268854176202
2025-04-21,-0.0639442567596016,0.2,-0.01278885135192032
2025-04-22,-0.0312327811031736,0.2,-0.00624655622063472
2025-04-23,-0.0741680822046454,0.2,-0.014833616440929079
2025-04-24,-0.0507248635372249,0.2,-0.01014497270744498
2025-04-25,-0.0463456581785144,0.2,-0.00926913163570288
2025-04-28,0.0320927087097939,0.2,0.006418541741958781
2025-04-29,0.0327510294195852,0.2,0.00655020588391704
2025-04-30,0.0568509443535657,0.2,0.01137018887071314
2025-05-06,0.0056400323976269,0.2,0.00112800647952538
2025-05-07,-0.0141981721647617,0.2,-0.00283963443295234
2025-05-08,0.003063502236029,0.2,0.0006127004472058
2025-05-09,0.0010413559943658,0.2,0.00020827119887316002
2025-05-12,0.0949364624123402,1.0,0.0949364624123402
2025-05-13,0.117379363747957,1.0,0.117379363747957
2025-05-14,0.1933792644985449,1.0,0.1933792644985449
2025-05-15,0.0400092960868931,1.0,0.0400092960868931
2025-05-16,0.0743471577981953,1.0,0.0743471577981953
2025-05-19,0.0464951035814745,1.0,0.0464951035814745
2025-05-20,0.1171301165022551,1.0,0.1171301165022551
2025-05-21,0.0281820778101992,1.0,0.0281820778101992
2025-05-22,0.0004074958661395,1.0,0.0004074958661395
2025-05-23,-0.0038809343997584,1.0,-0.0038809343997584
2025-05-26,0.0417389127259662,1.0,0.0417389127259662
2025-05-27,-0.0014267291768057,1.0,-0.0014267291768057
2025-05-28,0.0701669992414342,1.0,0.0701669992414342
2025-05-29,0.0370640701996286,1.0,0.0370640701996286
2025-05-30,0.0001804620352164,1.0,0.0001804620352164
2025-06-03,-0.0500294064408583,1.0,-0.0500294064408583
2025-06-04,0.1212099475606249,1.0,0.1212099475606249
2025-06-05,-0.0808099258790718,0.6,-0.04848595552744308
2025-06-06,0.2071017692735291,1.0,0.2071017692735291
2025-06-09,0.0555747082958319,1.0,0.0555747082958319
2025-06-10,0.1059635175185406,1.0,0.1059635175185406
2025-06-11,0.0305009971978117,1.0,0.0305009971978117
2025-06-12,-0.0640612845391406,1.0,-0.0640612845391406
2025-06-13,-0.0790719672708828,0.2,-0.01581439345417656
2025-06-16,-0.0655052954731045,0.2,-0.013101059094620901
2025-06-17,0.0826508431520947,1.0,0.0826508431520947
2025-06-18,-0.0479918079824308,1.0,-0.0479918079824308
2025-06-19,-0.0226038204475738,1.0,-0.0226038204475738
2025-06-20,0.0618977559512706,1.0,0.0618977559512706
2025-06-23,0.1448163251511669,1.0,0.1448163251511669
2025-06-24,0.0202140028586688,1.0,0.0202140028586688
2025-06-25,0.0232374190614839,1.0,0.0232374190614839
2025-06-26,-0.0371630271478587,0.2,-0.00743260542957174
2025-06-27,-0.0330914064904415,0.2,-0.0066182812980883
2025-06-30,-0.0283378884179199,0.2,-0.00566757768358398
2025-07-01,0.0553782712118802,1.0,0.0553782712118802
2025-07-02,-0.0302648836529857,0.6,-0.01815893019179142
2025-07-03,-0.0750768430711305,0.2,-0.0150153686142261
2025-07-04,0.0397013613966464,1.0,0.0397013613966464
2025-07-07,0.1274280569504472,1.0,0.1274280569504472
2025-07-08,0.0324070406899335,1.0,0.0324070406899335
2025-07-09,0.0558946810481497,1.0,0.0558946810481497
2025-07-10,0.2574436200749672,1.0,0.2574436200749672
2025-07-11,0.1778422763423947,1.0,0.1778422763423947
2025-07-14,0.2120420643546376,1.0,0.2120420643546376
2025-07-15,0.2797887116718474,1.0,0.2797887116718474
2025-07-16,0.2487260757465542,1.0,0.2487260757465542
2025-07-17,0.4920098522832792,1.0,0.4920098522832792
2025-07-18,0.144457195607042,1.0,0.144457195607042
2025-07-21,0.0277211298179542,1.0,0.0277211298179542
2025-07-22,0.0851218711288258,1.0,0.0851218711288258
2025-07-23,0.0270977866899249,1.0,0.0270977866899249
2025-07-24,0.0434090015679428,1.0,0.0434090015679428
2025-07-25,0.0423979617106085,1.0,0.0423979617106085
2025-07-28,0.0245649127050048,1.0,0.0245649127050048
2025-07-29,-0.0024987654645153,1.0,-0.0024987654645153
2025-07-30,0.0290456425543789,1.0,0.0290456425543789
2025-07-31,-0.0791150089549366,0.2,-0.01582300179098732
2025-08-01,0.0292044116004408,1.0,0.0292044116004408
2025-08-04,0.011918024993595,1.0,0.011918024993595
2025-08-05,-0.0394340286047474,0.2,-0.007886805720949481
2025-08-06,-0.0400048120486713,0.2,-0.008000962409734259
2025-08-07,0.1126000943771536,1.0,0.1126000943771536
2025-08-08,0.2008370810154051,1.0,0.2008370810154051
2025-08-11,0.1494248312039022,1.0,0.1494248312039022
2025-08-12,-0.0148047627586057,1.0,-0.0148047627586057
2025-08-13,0.0377965789190971,1.0,0.0377965789190971
2025-08-14,0.0800965076782878,1.0,0.0800965076782878
2025-08-15,-0.0147123858599862,1.0,-0.0147123858599862
2025-08-18,-0.054298360753382,0.2,-0.010859672150676401
2025-08-19,0.0507963132571156,1.0,0.0507963132571156
2025-08-20,0.0043220469487514,1.0,0.0043220469487514
2025-08-21,0.0128771622047664,1.0,0.0128771622047664
2025-08-22,0.0358524828578002,1.0,0.0358524828578002
2025-08-25,0.0420666626511042,1.0,0.0420666626511042
2025-08-26,0.0790229102001681,1.0,0.0790229102001681
2025-08-27,0.2531741168278727,1.0,0.2531741168278727
2025-08-28,0.137275602780157,1.0,0.137275602780157
2025-08-29,0.0703744301600294,1.0,0.0703744301600294
2025-09-01,0.0388795496425821,1.0,0.0388795496425821
2025-09-02,0.0174892578168254,1.0,0.0174892578168254
2025-09-03,0.1117002502311063,1.0,0.1117002502311063
2025-09-04,0.2014259913024018,1.0,0.2014259913024018
2025-09-05,-0.0367344301246262,1.0,-0.0367344301246262
2025-09-08,-0.0876398271793435,0.2,-0.017527965435868702
2025-09-09,0.0086360775016282,1.0,0.0086360775016282
2025-09-10,0.1457661421083792,1.0,0.1457661421083792
2025-09-11,0.1050655027551412,1.0,0.1050655027551412
2025-09-12,0.0100041225373779,1.0,0.0100041225373779
2025-09-15,-0.0176447093567743,1.0,-0.0176447093567743
2025-09-16,0.0402417921368725,1.0,0.0402417921368725
2025-09-17,-0.003295548202199,1.0,-0.003295548202199
2025-09-18,0.0370039167522339,1.0,0.0370039167522339
2025-09-19,0.0171525335062121,1.0,0.0171525335062121
2025-09-22,-0.0609983872084166,0.6,-0.036599032325049956
2025-09-23,0.0544901719711065,1.0,0.0544901719711065
2025-09-24,-0.0198381037089253,0.6,-0.011902862225355179
2025-09-25,-0.0233314531295701,0.2,-0.00466629062591402
2025-09-26,-0.0520138208084825,0.2,-0.0104027641616965
2025-09-29,0.0483422974783581,1.0,0.0483422974783581
2025-09-30,0.0896272278750568,1.0,0.0896272278750568
2025-10-09,0.1188736497010839,1.0,0.1188736497010839
2025-10-10,0.0461652920332568,1.0,0.0461652920332568
2025-10-13,0.0491439086645157,1.0,0.0491439086645157
2025-10-14,0.0892665133159344,1.0,0.0892665133159344
2025-10-15,0.0230812402845759,1.0,0.0230812402845759
2025-10-16,0.0667047921366908,1.0,0.0667047921366908
2025-10-17,0.0118647624246768,1.0,0.0118647624246768
2025-10-20,-0.0574032734021085,1.0,-0.0574032734021085
2025-10-21,-0.0373404272074925,1.0,-0.0373404272074925
2025-10-22,-0.0127896271726715,0.6,-0.0076737763036029
2025-10-23,-0.0004418259817217,0.2,-8.836519634434001e-05
2025-10-24,-0.0075381706404576,0.2,-0.00150763412809152
2025-10-27,0.1313128120039069,1.0,0.1313128120039069
2025-10-28,0.0978218818825415,1.0,0.0978218818825415
2025-10-29,0.1594043142529202,1.0,0.1594043142529202
2025-10-30,0.0771206415835126,1.0,0.0771206415835126
2025-10-31,0.0281204630805627,1.0,0.0281204630805627
2025-11-03,-0.0053347536626835,1.0,-0.0053347536626835
2025-11-04,0.0182618043556101,1.0,0.0182618043556101
2025-11-05,0.0181421548400342,1.0,0.0181421548400342
2025-11-06,0.027662938112173,1.0,0.027662938112173
2025-11-07,0.0669117380420405,1.0,0.0669117380420405
2025-11-10,-0.0043687343435158,1.0,-0.0043687343435158
2025-11-11,0.0154960973802258,1.0,0.0154960973802258
2025-11-12,0.1909272763550688,1.0,0.1909272763550688
2025-11-13,0.0801521139192762,1.0,0.0801521139192762
2025-11-14,0.0605483226197331,1.0,0.0605483226197331
2025-11-17,-0.0410928128613473,0.2,-0.00821856257226946
2025-11-18,-0.0569806686603581,0.2,-0.011396133732071621
2025-11-19,-0.0482280086576157,0.2,-0.00964560173152314
2025-11-20,-0.0904067331245405,0.2,-0.018081346624908103
2025-11-21,0.1371483850648752,1.0,0.1371483850648752
2025-11-24,-0.0699986434151168,1.0,-0.0699986434151168
2025-11-25,0.0901422215166003,1.0,0.0901422215166003
2025-11-26,-0.0086051955125707,1.0,-0.0086051955125707
2025-11-27,-0.0224680548053502,0.2,-0.004493610961070041
2025-11-28,0.0247394856176792,1.0,0.0247394856176792
2025-12-01,0.0914080272720005,1.0,0.0914080272720005
2025-12-02,0.1083184982440819,1.0,0.1083184982440819
2025-12-03,0.0545314039649335,1.0,0.0545314039649335
2025-12-04,0.0428013458849288,1.0,0.0428013458849288
2025-12-05,-0.0089567477293406,1.0,-0.0089567477293406
2025-12-08,-0.0147520176978168,0.2,-0.00295040353956336
2025-12-09,0.0665040627401337,1.0,0.0665040627401337
2025-12-10,-0.0273525670882701,0.6,-0.01641154025296206
