variant,n_days,mean_ret,std_ret,ann_ret_like,ann_sharpe_like,sortino_like,calmar_like,max_drawdown_like,worst_5pct_day_mean,positive_day_ratio,status,source,aligned_to_final_dates,protocol
Temporal Evidence Miner,557,0.011932634358252831,0.0345819905943481,0.6014047716559426,2.4496363224683897,4.023520298843088,1.0548418527449122,-0.5701373813439101,-0.058863010090661305,0.6606822262118492,ready,outputs/dive_trader_v2/experts/v2l_frequency_expert/daily_test_v2l_frequency_expert.csv,True,aligned_test_dates; cost as source daily; Top30 if source portfolio
Cross-sectional Score only,557,0.00976939836526348,0.03315914616627122,0.49237767760927936,2.091605370245792,3.6474009570430925,0.8249233189534945,-0.596876905157578,-0.056759844770711,0.6319569120287253,ready,outputs/dive_trader_v2/experts/factor_tree_backtest/daily_test_factor_tree.csv,True,aligned_test_dates; cost as source daily; Top30 if source portfolio
Market-body Evidence only,557,0.008835214624976266,0.03145535637356829,0.4452948170988038,1.994057889590726,3.4865351063330867,0.8325041752348368,-0.5348859865756144,-0.05530707425904474,0.6140035906642729,ready,outputs/dive_trader_v2/experts/v2m_master_style/daily_test_v2m_master_style.csv,True,aligned_test_dates; cost as source daily; Top30 if source portfolio
RankIC Anchor only,557,0.002249061160230931,0.018144691990818602,0.11335268247563893,0.8799681097521783,1.1229088217927687,0.2474959296940102,-0.45799816835687635,-0.041953853501089544,0.6014362657091562,ready,outputs/dive_trader_v2/experts/v2j_rankic_linear/daily_test_v2j_rankic_linear.csv,True,aligned_test_dates; cost as source daily; Top30 if source portfolio
Evidence Admission Base,557,0.041234399192258984,0.09417909980668125,2.078213719289853,3.1082819342761634,9.76733788804074,3.749469763766922,-0.5542686967028548,-0.09702832192954382,0.6193895870736086,ready,outputs/dive_trader_v2/v2x_overnight/61b_cross_action_admission/ledger_test_61b_cross_action_admission.csv,True,aligned_test_dates; cost as source daily; Top30 if source portfolio
CAMP SPD-state Exposure,557,0.04006286773624636,0.08262573985171011,2.0191685339068166,3.442246287311091,11.578491270693624,6.670240533258651,-0.3027130017034604,-0.07642284418427128,0.6193895870736086,ready,outputs/dive_trader_v2/v2x_riemannian_ppo_exposure/daily_test_riemannian_ppo.csv,True,aligned_test_dates; cost as source daily; Top30 if source portfolio
