model,total_trading_friction_bps,n_days,mean_ret,std_ret,ann_ret_like,ann_sharpe_like,sortino_like,calmar_like,max_drawdown_like,worst_5pct_day_mean,positive_day_ratio,turnover_mean,protocol
Action Admission Base,0,557,0.04159804397248648,0.094167843747119,2.0965414162133187,3.136068583534646,9.891110148838992,3.8469699445355734,-0.5449851302299229,-0.09668018339510451,0.6229802513464991,0.7272895604549978,official base ledger; day_net_ret is 5bps protocol; other frictions adjust by turnover*(bps-5)/10000
Action Admission Base,5,557,0.041234399192258984,0.09417909980668125,2.078213719289853,3.1082819342761634,9.76733788804074,3.749469763766922,-0.5542686967028548,-0.09702832192954382,0.6193895870736086,0.7272895604549978,official base ledger; day_net_ret is 5bps protocol; other frictions adjust by turnover*(bps-5)/10000
Action Admission Base,10,557,0.04087075441203148,0.09419050439418626,2.0598860223663866,3.0804970686022557,9.644915708117862,3.656386627970599,-0.5633665779785666,-0.09737646046398314,0.6157989228007181,0.7272895604549978,official base ledger; day_net_ret is 5bps protocol; other frictions adjust by turnover*(bps-5)/10000
Action Admission Base,20,557,0.04014346485157648,0.09421375893657027,2.0232306285194546,3.024933217984102,9.457718893459164,3.4822061513448053,-0.5810197732658924,-0.0980727375328617,0.6140035906642729,0.7272895604549978,official base ledger; day_net_ret is 5bps protocol; other frictions adjust by turnover*(bps-5)/10000
Action Admission Base,30,557,0.039416175291121486,0.09423760693461333,1.986575234672523,2.9693780903674165,9.250719283947094,3.322182153186911,-0.5979730018014925,-0.09876901460174033,0.6104129263913824,0.7272895604549978,official base ledger; day_net_ret is 5bps protocol; other frictions adjust by turnover*(bps-5)/10000
Action Admission Base,50,557,0.03796159617021149,0.09428708148524029,1.913264446978659,2.8582982283349567,8.838233652250024,3.0374707814078645,-0.6298873584857541,-0.10016156873949758,0.6032315978456014,0.7272895604549978,official base ledger; day_net_ret is 5bps protocol; other frictions adjust by turnover*(bps-5)/10000
Action Admission Base,100,557,0.0343251483679365,0.09442112049729996,1.7299874777439996,2.580824907502565,7.840937388777107,2.4742162475040828,-0.6992062555118861,-0.10365060195799812,0.5870736086175943,0.7272895604549978,official base ledger; day_net_ret is 5bps protocol; other frictions adjust by turnover*(bps-5)/10000
