controller_state,n_days,mean_ret,std_ret,ann_ret_like,ann_sharpe_like,sortino_like,calmar_like,max_drawdown_like,worst_5pct_day_mean,positive_day_ratio,gate_mean,note
Strategy history only,557,0.03891474368796459,0.08288999946114485,1.9613030818734152,3.332938543518108,10.765518799667756,5.621640459933907,-0.3488844752438106,-0.07966123626778936,0.6193895870736086,0.7971274685816876,
Strategy history + affine-invariant SPD state,557,0.04006286773624636,0.08262573985171011,2.0191685339068166,3.442246287311091,11.578491270693624,6.670240533258651,-0.3027130017034604,-0.07642284418427128,0.6193895870736086,0.7590664272890485,
Strategy history + Raw market-state proxy,557,0.03224705330891283,0.08190955586956057,1.6252514867692067,2.7949286959758717,8.492741049359745,3.5128654673221447,-0.46265691125602226,-0.08736215757992055,0.6193895870736086,0.8398563734290843,rule diagnostic; no policy retraining
Strategy history + Euclidean-like covariance distance proxy,557,0.03568534989430973,0.08678132728865227,1.7985416346732102,2.919301425667427,9.199291060495623,3.889186162174486,-0.4624467844109643,-0.0861574289702183,0.6193895870736086,0.8398563734290843,rule diagnostic; no policy retraining
Strategy history + Log-Euclidean moving state proxy,557,0.03079215737562977,0.07745322623450443,1.5519247317317404,2.8223825178272217,7.9683929721028175,2.4749107656030476,-0.6270629039643745,-0.08732210063852476,0.6193895870736086,0.8398563734290845,rule diagnostic; no policy retraining
Strategy history + Affine-invariant SPD distance rule,557,0.03120349673006284,0.0780892804457637,1.5726562351951672,2.8367895072864022,8.018250572218756,2.5225358896584518,-0.6234425609730782,-0.08698968208994652,0.6193895870736086,0.8398563734290843,rule diagnostic; no policy retraining
