Date,ret,limit_weight_share,one_line_like_weight_share,n_limit,n_one_line_like,protocol
2024-03-22,0.053393194857445786,0.0,0.0,0.0,0.0,include_all
2024-03-25,0.02391107989919312,0.0,0.0,0.0,0.0,include_all
2024-03-26,0.13986463638608984,0.0,0.0,0.0,0.0,include_all
2024-03-27,-0.07534280527279474,0.0,0.0,0.0,0.0,include_all
2024-03-28,-0.03478234101601886,0.0,0.0,0.0,0.0,include_all
2024-03-29,-0.026846813195316,0.0,0.0,0.0,0.0,include_all
2024-04-01,0.050072559947233364,0.0,0.0,0.0,0.0,include_all
2024-04-02,-0.02568388448048989,0.0,0.0,0.0,0.0,include_all
2024-04-03,-0.049499030097502075,0.0,0.0,0.0,0.0,include_all
2024-04-08,-0.031194768644545772,0.0,0.0,0.0,0.0,include_all
2024-04-09,-0.08780279707248245,0.0,0.0,0.0,0.0,include_all
2024-04-10,-0.03392162706198121,0.0,0.0,0.0,0.0,include_all
2024-04-11,-0.06626032329560742,0.0,0.0,0.0,0.0,include_all
2024-04-12,-0.12918072170295097,0.0,0.0,0.0,0.0,include_all
2024-04-15,-0.03483155179609909,0.0,0.0,0.0,0.0,include_all
2024-04-16,-0.0030555107833780295,0.0,0.0,0.0,0.0,include_all
2024-04-17,-0.0026934111102075325,0.0,0.0,0.0,0.0,include_all
2024-04-18,-0.026605924619619973,0.0,0.0,0.0,0.0,include_all
2024-04-19,0.044478905737948084,0.0,0.0,0.0,0.0,include_all
2024-04-22,0.17926919481503742,0.0,0.0,0.0,0.0,include_all
2024-04-23,0.04428770569863336,0.0,0.0,0.0,0.0,include_all
2024-04-24,0.06875698454164095,0.0,0.0,0.0,0.0,include_all
2024-04-25,0.061159850801982746,0.0,0.0,0.0,0.0,include_all
2024-04-26,-0.029058965808273433,0.0,0.0,0.0,0.0,include_all
2024-04-29,0.10685111522401551,0.0,0.0,0.0,0.0,include_all
2024-04-30,0.05198220104416578,0.0,0.0,0.0,0.0,include_all
2024-05-06,0.014646503536767766,0.0,0.0,0.0,0.0,include_all
2024-05-07,0.020849862162695403,0.0,0.0,0.0,0.0,include_all
2024-05-08,-0.02372394964104034,0.0,0.0,0.0,0.0,include_all
2024-05-09,-0.05606710563084471,0.0,0.0,0.0,0.0,include_all
2024-05-10,-0.06789702512925863,0.0,0.0,0.0,0.0,include_all
2024-05-13,-0.08848842383627457,0.0,0.0,0.0,0.0,include_all
2024-05-14,0.005610634535222385,0.0,0.0,0.0,0.0,include_all
2024-05-15,0.002845596771641135,0.0,0.0,0.0,0.0,include_all
2024-05-16,-0.03374791145692693,0.0,0.0,0.0,0.0,include_all
2024-05-17,-0.03472775483581772,0.0,0.0,0.0,0.0,include_all
2024-05-20,0.002488538333591197,0.0,0.0,0.0,0.0,include_all
2024-05-21,-0.018859451645276724,0.0,0.0,0.0,0.0,include_all
2024-05-22,-0.04482462008767383,0.0,0.0,0.0,0.0,include_all
2024-05-23,-0.04949121763035215,0.0,0.0,0.0,0.0,include_all
2024-05-24,0.025888919676419098,0.0,0.0,0.0,0.0,include_all
2024-05-27,-0.056858603341429115,0.0,0.0,0.0,0.0,include_all
2024-05-28,-0.06690621209134442,0.0,0.0,0.0,0.0,include_all
2024-05-29,-0.04990395740656519,0.0,0.0,0.0,0.0,include_all
2024-05-30,-0.0419846339983491,0.0,0.0,0.0,0.0,include_all
2024-05-31,-0.07945380811838904,0.0,0.0,0.0,0.0,include_all
2024-06-03,-0.013221126894920738,0.0,0.0,0.0,0.0,include_all
2024-06-04,0.2746954247172613,0.0,0.0,0.0,0.0,include_all
2024-06-05,-0.02118722603332103,0.0,0.0,0.0,0.0,include_all
2024-06-06,0.05579986358699923,0.0,0.0,0.0,0.0,include_all
2024-06-07,-0.020745985797165727,0.0,0.0,0.0,0.0,include_all
2024-06-11,0.02872769662999891,0.0,0.0,0.0,0.0,include_all
2024-06-12,0.04071841017303923,0.0,0.0,0.0,0.0,include_all
2024-06-13,-0.02124488248500674,0.0,0.0,0.0,0.0,include_all
2024-06-14,-0.03198073113377213,0.0,0.0,0.0,0.0,include_all
2024-06-17,-0.05439009243568008,0.0,0.0,0.0,0.0,include_all
2024-06-18,-0.029123573288855245,0.0,0.0,0.0,0.0,include_all
2024-06-19,-0.01870396328619065,0.0,0.0,0.0,0.0,include_all
2024-06-20,0.02896229703200955,0.0,0.0,0.0,0.0,include_all
2024-06-21,0.10994539434403436,0.0,0.0,0.0,0.0,include_all
2024-06-24,0.08656002099416166,0.0,0.0,0.0,0.0,include_all
2024-06-25,0.07720533742421261,0.0,0.0,0.0,0.0,include_all
2024-06-26,0.055434040406280305,0.0,0.0,0.0,0.0,include_all
2024-06-27,-0.02277282517001261,0.0,0.0,0.0,0.0,include_all
2024-06-28,0.11261237975118757,0.0,0.0,0.0,0.0,include_all
2024-07-01,0.03691248831756644,0.0,0.0,0.0,0.0,include_all
2024-07-02,-0.007315575692991661,0.0,0.0,0.0,0.0,include_all
2024-07-03,-0.03426458670521053,0.0,0.0,0.0,0.0,include_all
2024-07-04,-0.048106191893906004,0.0,0.0,0.0,0.0,include_all
2024-07-05,-0.0044140578192228925,0.0,0.0,0.0,0.0,include_all
2024-07-08,-0.000596417248361295,0.0,0.0,0.0,0.0,include_all
2024-07-09,0.041206799636223784,0.0,0.0,0.0,0.0,include_all
2024-07-10,0.23367971168926208,0.0,0.0,0.0,0.0,include_all
2024-07-11,0.096943374249363,0.0,0.0,0.0,0.0,include_all
2024-07-12,0.05230039201104471,0.0,0.0,0.0,0.0,include_all
2024-07-15,0.012535220523626841,0.0,0.0,0.0,0.0,include_all
2024-07-16,0.008872713450304052,0.0,0.0,0.0,0.0,include_all
2024-07-17,-0.02726353955093097,0.0,0.0,0.0,0.0,include_all
2024-07-18,-0.06311791306449259,0.0,0.0,0.0,0.0,include_all
2024-07-19,-0.041378796998749356,0.0,0.0,0.0,0.0,include_all
2024-07-22,-0.0771317949557098,0.0,0.0,0.0,0.0,include_all
2024-07-23,0.2642382544777132,0.0,0.0,0.0,0.0,include_all
2024-07-24,0.10328073954435463,0.0,0.0,0.0,0.0,include_all
2024-07-25,0.03396302199754506,0.0,0.0,0.0,0.0,include_all
2024-07-26,0.04370642736509966,0.0,0.0,0.0,0.0,include_all
2024-07-29,0.05068175831098715,0.0,0.0,0.0,0.0,include_all
2024-07-30,0.025114412080137195,0.0,0.0,0.0,0.0,include_all
2024-07-31,-0.0021758699212671463,0.0,0.0,0.0,0.0,include_all
2024-08-01,-0.03595255060683291,0.0,0.0,0.0,0.0,include_all
2024-08-02,-0.08060942715516284,0.0,0.0,0.0,0.0,include_all
2024-08-05,-0.005131657955765422,0.0,0.0,0.0,0.0,include_all
2024-08-06,0.030156772928012998,0.0,0.0,0.0,0.0,include_all
2024-08-07,-0.039166986234460945,0.0,0.0,0.0,0.0,include_all
