model,total_trading_friction_bps,n_days,mean_ret,std_ret,ann_ret_like,ann_sharpe_like,sortino_like,calmar_like,max_drawdown_like,worst_5pct_day_mean,positive_day_ratio,turnover_mean,protocol
Action Admission Base,0,557,0.014950954516264226,0.057606109462643204,0.753528107619717,1.8425345626037533,2.583877765811227,0.8782330753196377,-0.8580047014802606,-0.11811417824659423,0.6409335727109515,0.7272895604549978,total friction includes explicit cost and slippage proxy
Action Admission Base,5,557,0.01458730973603673,0.057612242419545,0.7352004106962512,1.797528121000238,2.5220833309229,0.8556672740415144,-0.8592129592893387,-0.11851423777296925,0.6391382405745063,0.7272895604549978,total friction includes explicit cost and slippage proxy
Action Admission Base,10,557,0.014223664955809227,0.05761861972500032,0.716872713772785,1.7525238283374032,2.464197856395664,0.833174287690763,-0.8604114701615182,-0.11891429729934427,0.6319569120287253,0.7272895604549978,total friction includes explicit cost and slippage proxy
Action Admission Base,20,557,0.01349637539535423,0.0576321070540017,0.6802173199258532,1.6625239860849574,2.3389324748672906,0.7884022303217407,-0.8627795480084599,-0.11971441635209425,0.63016157989228,0.7272895604549978,total friction includes explicit cost and slippage proxy
Action Admission Base,30,557,0.012769085834899234,0.05764657076384667,0.6435619260789214,1.5725396232010698,2.21348540048194,0.7439080354379053,-0.8651095235180318,-0.12051453540484428,0.6283662477558348,0.7272895604549978,total friction includes explicit cost and slippage proxy
Action Admission Base,50,557,0.011314506713989236,0.05767842433838128,0.5702511383850575,1.3926356385952932,1.967739009011836,0.655719236478031,-0.8696574793931076,-0.12211477351034429,0.6122082585278277,0.7272895604549978,total friction includes explicit cost and slippage proxy
Action Admission Base,100,557,0.007678058911714247,0.05777508756231798,0.38697416915039806,0.9434656565851801,1.3492562791311995,0.4395434941247195,-0.8804001750065603,-0.12611536877409432,0.5619389587073609,0.7272895604549978,total friction includes explicit cost and slippage proxy
