model,n_days,mean_ret,std_ret,ann_ret_like,ann_sharpe_like,sortino_like,calmar_like,max_drawdown_like,worst_5pct_day_mean,positive_day_ratio,bucket,gate_mean,riemann_metric_mean,full_exposure_ratio,reduced_exposure_ratio
Riemannian bucket low,186,0.034273633948730696,0.071528508581858,1.7273911510160271,3.401701899019386,9.62399287816157,8.119240298990379,-0.21275280536170693,-0.07631729407231759,0.6075268817204301,low,0.8301075268817205,-0.5376629936073577,0.7634408602150538,0.23655913978494625
Riemannian bucket mid,185,0.04518173126951677,0.09085926537520654,2.277159255983645,3.530278073350584,12.091403592944864,9.219505601951386,-0.24699364090647824,-0.07934809706774344,0.6270270270270271,mid,0.7859459459459458,0.02026286523549636,0.7243243243243244,0.2756756756756757
Riemannian bucket high,186,0.040760758762175865,0.08400547826518023,2.0543422416136634,3.444688215625507,14.403577239065239,9.544209249821487,-0.2152448870137762,-0.054003588637349144,0.6236559139784946,high,0.6612903225806452,0.9699896128994198,0.5752688172043011,0.42473118279569894
